id,"show","title",order
7529,"332","The Hardest Button To Button",24
7530,"332","The Nurse",25
7531,"332","Fell In Love With A Girl",26
7532,"332","I Just Don’t Know What To Do With Myself (Bacharach/David)",27
7533,"332","Boll Weevil (Leadbelly)",28
7534,"333","When I Hear My Name",0
7535,"333","Blue Orchid",1
7536,"333","Dead Leaves and the Dirty Ground",2
7537,"333","Passive Manipulation",3
7538,"333","Lets Shake Hands",4
7539,"333","Jolene (D. Parton)",5
7540,"333","My Doorbell",6
7541,"333","Now Mary",7
7542,"333","Hotel Yorba",8
7543,"333","I think I Smell A Rat",9
7544,"333","?",10
7545,"333","Forever For Her (Is Over For Me )",11
7546,"333","Death Letter (Son House)",12
7547,"333","Cannon",13
7548,"333","Wasting My Time",14
7549,"333","Party Of Special Things To Do (Captain Beefheart)",15
7550,"333","Fell In Love With A Girl",16
7551,"333","Apple Blossom",17
7552,"333","We Are Going To Be Friends",18
7553,"333","Pack It up",19
7554,"333","As Ugly As I Seem",20
7555,"333","Ball and Biscuit",21
7556,"333","The Nurse",22
7557,"333","I Just Don’t Know What To Do With Myself (Bacharach/David)",23
7558,"333","ENCORE",25
7559,"333","Black Math",26
7560,"333","The Hardest Button To Button",27
7561,"333","Little Ghost",28
7562,"333","I Want To Be The Boy To Warm Your Mother’s Heart",29
7563,"333","Red Rain",30
7564,"333","The Denial Twist",31
7565,"333","Seven Nation Army",32
7566,"333","Boll Weevil (Leadbelly)",33
7567,"334","Blue Orchid",0
7568,"334","When I Hear My Name",1
7569,"334","Dead Leaves and the Dirty Ground",2
7570,"334","Passive Manipulation",3
7571,"334","Jolene (D. Parton)",4
7572,"334","My Doorbell",5
7573,"334","Cannon",6
7574,"334","Death Letter (Son House)",7
7575,"334","Do",8
7576,"334","Hotel Yorba",9
7577,"334","Apple Blossom",10
7578,"334","The Big Three Killed My Baby",11
7579,"334","Same Boy You’ve Always Known",12
7580,"334","We Are Going To Be Friends",13
7581,"334","Little Ghost",14
7582,"334","I want To BE The Boy To Warm Your Mother’s Heart",15
7583,"334","Wasting My Time",16
7584,"334","Little Bird",17
7585,"334","Stop Breaking Down",18
7586,"334","Ball and Biscuit",19
7587,"334","Black Math",20
7588,"334","ENCORE",22
7589,"334","The Hardest Button To Button",23
7590,"334","The Union Forever",24
7591,"334","The Denial Twist",25
7592,"334","I Just Don’t Know What To Do With Myself (Bacharach/David)",26
7593,"334","As Ugly As I Seem",27
7594,"334","I Fought Pirahnas",28
7595,"334","Seven Nation Army",29
7596,"334","Boll Weevil (Leadbelly)",30
7597,"335","Dead Leaves and the Dirty Ground",0
7598,"335","When I Hear My Name/If I Only Had a Heart (Harold Arlen/E.Y. Harburg)",1
7599,"335","Blue Orchid",2
7600,"335","My Doorbell",3
7601,"335","Cannon/Passive Manipulation/Cannon",4
7602,"335","Jolene (incomplete) (D. Parton)",5
7603,"335","Death Letter (Son House)",6
7604,"335","The Nurse",7
7605,"335","Jolene  (D. Parton)",8
7606,"335","Hotel Yorba",9
7607,"335","The Same Boy You’ve Always Known",10
7608,"335","Cannon â Ball and Biscuit",11
7609,"335","ENCORE",13
7610,"335","I’m Bored (Iggy Pop)",14
7611,"335","The Hardest Button to Button",15
7612,"335","Little Ghost",16
7613,"335","Seven Nation Army",17
7614,"336","Black Math",0
7615,"336","Dead Leaves and the Dirty Ground",1
7616,"336","I Think I Smell a Rat/Passive Manipulation/I Think I Smell a Rat",2
7617,"336","Blue Orchid",3
7618,"336","My Doorbell",4
7619,"336","Love Sick",5
7620,"336","Hotel Yorba",6
7621,"336","Death Letter (Son House)",7
7622,"336","I Want To Be The Boy To Warm Your Mother’s Heart",8
7623,"336","Wasting My Time",9
7624,"336","Ball and Biscuit/I Wanna Be Your Dog (the Stooges)",10
7625,"336","The Nurse",11
7626,"336","The Denial Twist",12
7627,"336","We’re Going to Be Friends",13
7628,"336","I Just Don’t Know What to Do With Myself (Bacharach/David)",14
7629,"336","In the Cold, Cold Night",15
7630,"336","Red Rain",16
7631,"336","Seven Nation Army",17
7632,"336","Boll Weevil (Trad.)",18
7633,"337","Dead Leaves and the Dirty Ground",0
7634,"337","The Hardest Button to Button",1
7635,"337","When I Hear My Name",2
7636,"337","My Doorbell",3
7637,"337","Wasting My Time",4
7638,"337","Lovesick (B. Dylan)",5
7639,"337","I Think I Smell a Rat",6
7640,"337","Forever For Her",7
7641,"337","Lord, I Just Can’t Keep From Crying (T. Johnson)",8
7642,"337","Death Letter (Son House)",9
7643,"337","Do",10
7644,"337","Cannon/Passive Manipulation",11
7645,"337","Instinct Blues (teaser)/The Denial Twist",12
7646,"337","Hotel Yorba",13
7647,"337","Apple Blossom",14
7648,"337","In the Cold, Cold Night",15
7649,"337","Black Math",16
7650,"337","The Big Three Killed My Baby",17
7651,"337","The Nurse",18
7652,"337","Red Rain",19
7653,"337","ENCORE",21
7654,"337","Blue Orchid",22
7655,"337","I Just Don’t Know What To Do With Myself (Bacharach/David)",23
7656,"337","We’re Going To Be Friends",24
7657,"337","Seven Nation Army",25
7658,"337","Boll Weevil (Trad.)",26
7659,"338","Dead Leaves and the Dirty Ground",0
7660,"338","Black Math",1
7661,"338","I Think I Smell a Rat/Shine on Harvest Moon (Bayes/Norworth)",2
7662,"338","Blue Orchid",3
7663,"338","Party of Special Things to Do (Capt. Beefheart)",4
7664,"338","My Doorbell",5
7665,"338","Black Jack Davy (Trad.)",6
7666,"338","Lord, I Just Can’t Keep From Crying (T. Johnson)",7
7667,"338","Death Letter (Son House)",8
7668,"338","Fell in Love With a Girl",9
7669,"338","Cannon/Passive Manipulation",10
7670,"338","I Just Don’t Know What to Do With Myself (Bacharach/David)",11
7671,"338","The Same Boy You’ve Always Known",12
7672,"338","In the Cold, Cold Night",13
7673,"338","Ball and Biscuit",14
7674,"338","Seven Nation Army",15
7675,"338","The Nurse",16
7676,"338","The Hardest Button to Button",17
7677,"339","Dead Leaves and the Dirty Ground",0
7678,"339","Blue Orchid",1
7679,"339","Jolene (D. Parton)",2
7680,"339","Cannon/I Think I Smell a Rat",3
7681,"339","Instinct Blues",4
7682,"339","Passive Manipulation",5
7683,"339","The Denial Twist",6
7684,"339","I Fought Piranhas",7
7685,"339","Two Trains (?)",8
7686,"339","Forever For Her",9
7687,"339","Passive Manipulation (Jack on vocals)",10
7688,"339","Hotel Yorba",11
7689,"339","My Doorbell",12
7690,"339","Death Letter (Son House)/Stones in My Passway (R. Johnson)/??",13
7691,"339","Wasting My Time",14
7692,"339","In the Cold, Cold Night",15
7693,"339","The Same Boy You’ve Always Known",16
7694,"339","Isis (B. Dylan)",17
7695,"339","The Nurse",18
7696,"339","Red Rain",19
7697,"339","Truth Doesn’t Make a Noise",20
7698,"339","Screwdriver",21
7699,"339","ENCORE",23
7700,"339","The Hardest Button to Button",24
7701,"339","Ball and Biscuit",25
7702,"339","Seven Nation Army",26
7703,"340","When I Hear My Name",0
7704,"340","Blue Orchid",1
7705,"340","Dead Leaves and the Dirty Ground",2
7706,"340","Passive Manipulation/Dead Leaves and the Dirty Ground",3
7707,"340","Jolene (D. Parton)",4
7708,"340","My Doorbell",5
7709,"340","Hotel Yorba",6
7710,"340","In the Cold, Cold Night",7
7711,"340","Lord, I Just Can’t Keep From Crying (T. Johnson)",8
7712,"340","Death Letter (Son House)",9
7713,"340","Offend in Every Way/I Think I Smell a Rat",10
7714,"340","Let’s Shake Hands",11
7715,"340","I Just Don’t Know What To Do With Myself (Bacharach/David)",12
7716,"340","We’re Going to Be Friends",13
7717,"340","Ball and Biscuit/Man (Yeah Yeah Yeahs)",14
7718,"340","ENCORE",16
7719,"340","Black Math/There’s No Home For You Here",17
7720,"340","The Nurse",18
7721,"340","Seven Nation Army",19
7722,"341","Dead Leaves and the Dirty Ground",0
7723,"341","Black Math",1
7724,"341","Passive Manipulation",2
7725,"341","Jolene (Dolly Parton)",3
7726,"341","My Doorbell",4
7727,"341","Wasting My Time/Impromptu/Wasting My Time",5
7728,"341","Let’s Shake Hands",6
7729,"341","Blue Orchid",7
7730,"341","Party Of Special Things To Do (Capt. Beefheart)",8
7731,"341","Forever For Her",9
7732,"341","As Ugly As I Seem",10
7733,"341","Apple Blossom",11
7734,"341","Cannon",12
7735,"341","Death Letter (Son House)",13
7736,"341","Do ",14
7737,"341","Devil’s Haircut (Beck)",15
7738,"341","Instinct Blues",16
7739,"341","The Hardest Button to Button",17
7740,"341","ENCORE",19
7741,"341","I Just Don’t Know What To Do With Myself (Bacharach/David)",20
7742,"341","This Protector",21
7743,"341","Black Jack Davey (Trad.)",22
7744,"341","In the Cold, Cold Night",23
7745,"341","Ball and Biscuit",24
7746,"341","2nd ENCORE",26
7747,"341","Fell in Love With a Girl (solo piano)",27
7748,"341","We’re Going to Be Friends",28
7749,"341","Let’s Shake Hands",29
7750,"341","Lafayette Blues",30
7751,"341","Screwdriver/Rat’s Nest (the Gories)/I Think I Smell a Rat",31
7752,"341","The Nurse",32
7753,"341","Seven Nation Army",33
7754,"342","When I Hear My Name",0
7755,"342","Dead Leaves and the Dirty Ground",1
7756,"342","Jolene (D. Parton)",2
7757,"342","Canon/John the Revelator (Son House)/Passive Manipulation/Canon",3
7758,"342","My Doorbell",4
7759,"342","Hotel Yorba",5
7760,"342","Black Math",6
7761,"342","TV Eye (the Stooges)",7
7762,"342","Passive Manipulation (Jack vocals)",8
7763,"342","In the Cold, Cold Night",9
7764,"342","Death Letter (Son House)",10
7765,"342","Astro â Jack the Ripper (Screaming Lord Sutch)",11
7766,"342","The Nurse",12
7767,"342","We’re Going to Be Friends",13
7768,"342","The Denial Twist",14
7769,"342","Ball and Biscuit",15
7770,"342","ENCORE",17
7771,"342","Blue Orchid",18
7772,"342","I Just Donât Know What To Do With Myself (Bacharach/David)",19
7773,"342","Little Ghost",20
7774,"342","The Hardest Button to Button",21
7775,"342","Red Rain",22
7776,"342","Seven Nation Army",23
7777,"343","When I Hear My Name",0
7778,"343","Blue Orchid",1
7779,"343","Party of Special Things to Do (Captain Beefheart)",2
7780,"343","Dead Leaves and the Dirty Ground",3
7781,"343","Jolene (Dolly Parton)",4
7782,"343","My Doorbell",5
7783,"343","Youâre Pretty Good Looking",6
7784,"343","I Think I Smell a Rat",7
7785,"343","Black Math",8
7786,"343","Lord, I Just Can’t Keep From Crying (Tommy Johnson)",9
7787,"343","Death Letter (Son House)",10
7788,"343","In the Cold, Cold Night",11
7789,"343","Wasting My Time",12
7790,"343","The Same Boy You’ve Always Known",13
7791,"343","Hotel Yorba",14
7792,"343","Forever For Her",15
7793,"343","Canon â John the Revelator (Son House)",16
7794,"343","Ball and Biscuit â Cool Drink of Water (Tommy Johnson)",17
7795,"343","The Nurse",18
7796,"343","ENCORE",20
7797,"343","Fell in Love With a Girl (Jack solo on piano)",21
7798,"343","The Hardest Button to Button",22
7799,"343","Big Day Out Blues (impromptu)",23
7800,"343","Screwdriver",24
7801,"343","Seven Nation Army",25
7802,"344","Dead Leaves and the Dirty Ground",0
7803,"344","Passive Manipulation",1
7804,"344","Black Math",2
7805,"344","Little Bird",3
7806,"344","Lord, I Just Can’t Keep From Crying Sometimes (Blind Willie Johnson)",4
7807,"344","Death Letter (Son House)",5
7808,"344","Canon",6
7809,"344","Screwdriver",7
7810,"344","Seven Nation Army",8
7811,"345","Blue Orchid",0
7812,"345","Dead Leaves and the Dirty Ground",1
7813,"345","Harvest Moon (Norworth)",2
7814,"345","When I Hear My Name",3
7815,"345","My Doorbell",4
7816,"345","Jolene (D. Parton)",5
7817,"345","Death Letter (Son House)",6
7818,"345","Canon",7
7819,"345","Passive Manipulation",8
7820,"345","I Want To Be The Boy To Warm Your Mother’s Heart ",9
7821,"345","Hotel Yorba",10
7822,"345","Truth Doesn’t Make A Noise",11
7823,"345","Wasting My Time",12
7824,"345","The Hardest Button To Button",13
7825,"345","ENCORE",15
7826,"345","I Fought Piranhas",16
7827,"345","You’ve Got Her In Your Pocket",17
7828,"345","Red Rain",18
7829,"345","Ball and Biscuit",19
7830,"345","The Nurse",20
7831,"345","Seven Nation Army",21
7832,"345","Boll Weevil (Leadbelly)",22
7833,"346","Blue Orchid",0
7834,"346","Dead Leaves and the Dirty Ground",1
7835,"346","Passive Manipulation",2
7836,"346","When I Hear my Name",3
7837,"346","Jolene (D. Parton)",4
7838,"346","My Doorbell",5
7839,"346","Astro",6
7840,"346","Jack The Ripper (Screaming Lord Sutch)",7
7841,"346","Instinct Blues",8
7842,"346","Hotel Yorba",9
7843,"346","In The Cold, Cold Night",10
7844,"346","Sister, Do You Know My Name?",11
7845,"346","Death Letter (Son House)",12
7846,"346","Do",13
7847,"346","As Ugly As I Seem",14
7848,"346","I Just Don’t Know What To Do With Myself (Bacharach-David)",15
7849,"346","The Hardest Button To Button",16
7850,"346","ENCORE",18
7851,"346","The Nurse",19
7852,"346","Ball and Biscuit",20
7853,"346","The Union Forever",21
7854,"346","Little Ghost",22
7855,"346","Red Rain",23
7856,"346","Seven Nation Army",24
7857,"347","When I Hear My Name",0
7858,"347","Blue Orchid",1
7859,"347","Black Math",2
7860,"347","Dead Leaves and the Dirty Ground",3
7861,"347","Passive Manipulation",4
7862,"347","Forever For Her Is Over For Me",5
7863,"347","Jolene (D. Parton)",6
7864,"347","Apple Blossom",7
7865,"347","Let’s Shake Hands",8
7866,"347","Look Me Over Closely (T.Gilkyson)",9
7867,"347","Canon",10
7868,"347","Little Room",11
7869,"347","Shake It And Break It (Charlie Patton)",12
7870,"347","Death Letter (Son House)",13
7871,"347","In The Cold, Cold Night",14
7872,"347","The Denial Twist",15
7873,"347","Fixing To Die (Bukka White)",16
7874,"347","Fist City (Loretta Lynn)",17
7875,"347","Hotel Yorba",18
7876,"347","I’m Finding It Harder To Be A Gentleman",19
7877,"347","Jack The Ripper (Screaming Lord Sutch)",20
7878,"347","We’re Going To Be Friends",21
7879,"347","Same Boy You’ve Always Known",22
7880,"347","Sugar Never Tasted So Good",23
7881,"347","The Hardest Button To Button",24
7882,"347","ENCORE",26
7883,"347","The Nurse",27
7884,"347","I Just Don’t Know What To Do With Myself  (Bacharach-David)",28
7885,"347","Ball and Biscuit",29
7886,"347","Misirlou (Trad)",30
7887,"347","Seven Nation Army",31
7888,"347","Boll Weevil (Leadbelly)",32
7889,"348","Tennessee Border (Hank Williams)",0
7890,"348","When I Hear My Name",1
7891,"348","Icky Thump",2
7892,"348","Black Math",3
7893,"348","Do",4
7894,"348","Effect and Cause",5
7895,"348","Jolene (Dolly Parton)",6
7896,"348","Death Letter (Son House)",7
7897,"348","Hotel Yorba",8
7898,"348","Martyr for My Love for You",9
7899,"348","Canon - John the Revelator (Son House) - Motherless Children (Son House)",10
7900,"348","Ball and Biscuit",11
7901,"348","I’m Slowly Turning Into You",12
7902,"348","We Are Going to Be Friends",13
7903,"348","Apple Blossom",14
7904,"348","Wasting My Time",15
7905,"348","ENCORE",16
7906,"348","Dead Leaves and the Dirty Ground",17
7907,"348","Rated X (Loretta Lynn)",18
7908,"348","Seven Nation Army",19
7909,"349","Dead Leaves and the Dirty Ground",0
7910,"349","When I Hear My Name",1
7911,"349","Icky Thump",2
7912,"349","Effect And Cause",3
7913,"349","Hotel Yorba",4
7914,"349","Jolene (Dolly Parton)",5
7915,"349","Cannon/John The Revelator (Traditional)/Motherless Children (Blind Willie Johnson)/Passive Manipulation/Little Room",6
7916,"349","300 MPH Torrential Outpour Blues",7
7917,"349","Were Going To Be Friends",8
7918,"349","I Think I Smell A Rat",9
7919,"349","A Martyr For My Love For You",10
7920,"349","I’m Slowly Turning Into You",11
7921,"349","Death Letter (Son House)",12
7922,"349","Black MathÂ ",13
7923,"349","ENCORE",14
7924,"349","I Just Dont Know What To Do With Myself (Bacharach/David)",15
7925,"349","Astro",16
7926,"349","Blue Orchid",17
7927,"349","My DoorbellÂ ",18
7928,"349","Seven Nation Army",19
7929,"350","Dead Leaves and the Dirty Ground",0
7930,"350","Black Mathâ¨",1
7931,"350","Icky Thumpâ¨",2
7932,"350","Ball and Biscuit",3
7933,"350","â¨When I Hear My Nameâ¨",4
7934,"350","My Doorbellâ¨",5
7935,"350","Effect And Cause",6
7936,"350","â¨Hotel Yorbaâ¨",7
7937,"350","Jolene (Dolly Parton)",8
7938,"350","â¨Cannon/John The Revelator (Son House)",9
7939,"350","Ball and Biscuit-reprise",10
7940,"350","â¨300 MPH Torrential Outpour Bluesâ¨",11
7941,"350","Wasting My Time",12
7942,"350","â¨We’re Going to be Friends",13
7943,"350","â¨When I Hear My Name-reprise",14
7944,"350","â¨I Think I Smell a Ratâ¨",15
7945,"350","Little Cream Soda",16
7946,"350","â¨ENCORE",17
7947,"350","Blue Orchidâ¨",18
7948,"350","I Just Don’t Know What to do With Myself (Bacharach/David)",19
7949,"350","â¨Apple Blossomâ¨",20
7950,"350","I’m Slowly Turning Into Youâ¨",21
7951,"350","Seven Nation Army",22
7952,"351","Black Math",0
7953,"351","Dead Leaves and the Dirty Ground",1
7954,"351","Jolene (Dolly Parton)",2
7955,"351","Cannon",3
7956,"351","Icky Thump",4
7957,"351","Cannon-reprise",5
7958,"351","Effect And Cause",6
7959,"351","Hotel Yorba",7
7960,"351","Wasting My Time",8
7961,"351","Screwdriver",9
7962,"351","Slowly Turning Into You",10
7963,"351","Death Letter (Son House)",11
7964,"351","Cannon-reprise",12
7965,"351","Death Letter âreprise (Son House)",13
7966,"351","My Doorbell",14
7967,"351","I’m a Martyr for my Love For You",15
7968,"351","We’re Going to be Friends",16
7969,"351","Ball and Biscuit",17
7970,"351","ENCORE",18
7971,"351","Blue Orchid",19
7972,"351","I Just Don’t Know What to do With Myself (Bacharach/David)",20
7973,"351","Seven Nation Army",21
7974,"352","Dead Leaves and the Dirty Ground",0
7975,"352","Icky Thump",1
7976,"352","Hotel Yorba",2
7977,"352","Cannon/John the Revelator (traditional)",3
7978,"352","Slowly Turning Into You",4
7979,"352","Death Letter (Son House)",5
7980,"352","I’m a Martyr for my Love For You",6
7981,"352","Apple Blossom ",7
7982,"352","Hello Operator",8
7983,"352","I Fought Piranhas",9
7984,"352","Jolene (Dolly Parton)",10
7985,"352","Union Forever ",11
7986,"352","ENCORE",12
7987,"352","Black Math",13
7988,"352","Ball and Biscuit",14
7989,"352","Teenage Head (Jordan/Loney)",15
7990,"352","My Doorbell",16
7991,"352","I Just Don’t Know What to do With Myself (Bacharach/David)",17
7992,"352","Seven Nation Army",18
7993,"353","When I Hear My Name",0
7994,"353","Dead Leaves and the Dirty Ground",1
